key,class_id,weapon_id,level,scenario,scenario_label,playable,attack_mode,archetype,axis,final_mechanic,playstyle,strengths,weaknesses,stat_delta,solo_dpm,crowd_10_total_dpm,crowd_10_per_target_dpm,hp,defense,dodge,absorb_flat,conditional_shield_capacity,regeneration_per_second,lifesteal_per_second,mitigation,ehp,ttd_seconds,conditional_defense_factor,pickup_radius,move_speed,healing_multiplier,xp_multiplier,money_multiplier,start_gold,ult_start_charge,death_save,solo_delta_abs,solo_delta_pct,crowd_delta_abs,crowd_delta_pct,ehp_delta_abs,ehp_delta_pct,ttd_delta_abs,ttd_delta_pct,atlas_delta,measurement_method,runs,solo_variance_dpm2,crowd_variance_dpm2
"doctor|bone_saw|20|no_meta","doctor","bone_saw","20.0","no_meta","No meta control","true","saw_sector","melee","solo","saw_wound_execute_heal","close wound stacks and capped execute drain","durable-target pressure; close wound stacks and capped execute drain","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":10.0,""strength"":9.0}","26324.4","76669.8","7666.98","56.4","0.1555","0.1131","0.73","0.0","0.0","31.26","0.3056","81.22","5640.0","1.0","140.0","350.2","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"doctor|restore_potion|20|class_constellation","doctor","restore_potion","20.0","class_constellation","Full class constellation (schema 6)","true","aoe_projectile","projectile","defense","potion_overheal_absorb_pool","drain recovery and capped overheal protection","control/defensive utility; drain recovery and capped overheal protection","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":10.0,""strength"":9.0}","9640.04","32801.18","3280.12","62.04","0.1386","0.1131","0.73","22.0","0.0","6.77","0.2917","87.59","4.07","1.2","140.0","350.2","0.68","0.8","0.8","0.0","0.0","false","2971.04","44.55","12539.78","61.89","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","235060.13","655128.36"
"doctor|plague_syringe|20|class_constellation","doctor","plague_syringe","20.0","class_constellation","Full class constellation (schema 6)","true","plague_dart","projectile","crowd","syringe_infection_threshold_spread","infection ramp and capped spread","compact-pack throughput; infection ramp and capped spread","Compact-pack strength does not imply equal boss pressure.","{""agility"":10.0,""strength"":9.0}","8981.37","33238.33","3323.83","58.66","0.1386","0.1131","0.73","0.0","0.0","3.84","0.2917","82.81","3.23","1.0","140.0","350.2","0.68","0.8","0.8","0.0","0.0","false","2923.77","48.27","17920.33","116.99","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","417290.16","330728.51"
"doctor|bone_saw|20|class_constellation","doctor","bone_saw","20.0","class_constellation","Full class constellation (schema 6)","true","saw_sector","melee","solo","saw_wound_execute_heal","close wound stacks and capped execute drain","durable-target pressure; close wound stacks and capped execute drain","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":10.0,""strength"":9.0}","50979.83","118807.52","11880.75","56.4","0.1555","0.1131","0.73","0.0","0.0","31.26","0.3056","81.22","5640.0","1.0","140.0","350.2","0.68","0.8","0.8","0.0","0.0","false","24655.43","93.66","42137.72","54.96","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","1680756.67","6465780.98"
"doctor|restore_potion|20|class_atlas50","doctor","restore_potion","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","aoe_projectile","projectile","defense","potion_overheal_absorb_pool","drain recovery and capped overheal protection","control/defensive utility; drain recovery and capped overheal protection","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":10.0,""strength"":9.0}","9640.04","32801.18","3280.12","62.04","0.1386","0.1131","0.73","22.0","0.0","9.75","0.2917","87.59","8.58","1.2","200.0","350.2","0.979","1.058","1.352","50.0","1.0","true","2971.04","44.55","12539.78","61.89","0.0","0.0","4.51","110.81","pickup_radius +60.00; ttd_seconds +4.51; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"doctor|plague_syringe|20|class_atlas50","doctor","plague_syringe","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","plague_dart","projectile","crowd","syringe_infection_threshold_spread","infection ramp and capped spread","compact-pack throughput; infection ramp and capped spread","Compact-pack strength does not imply equal boss pressure.","{""agility"":10.0,""strength"":9.0}","8981.37","33238.33","3323.83","58.66","0.1386","0.1131","0.73","0.0","0.0","5.52","0.2917","82.81","6.63","1.0","200.0","350.2","0.979","1.058","1.352","50.0","1.0","true","2923.77","48.27","17920.33","116.99","0.0","0.0","3.4","105.26","pickup_radius +60.00; ttd_seconds +3.40; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"doctor|bone_saw|20|class_atlas50","doctor","bone_saw","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","saw_sector","melee","solo","saw_wound_execute_heal","close wound stacks and capped execute drain","durable-target pressure; close wound stacks and capped execute drain","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":10.0,""strength"":9.0}","50979.83","118807.52","11880.75","56.4","0.1555","0.1131","0.73","0.0","0.0","45.01","0.3056","81.22","7334.0","1.0","200.0","350.2","0.979","1.058","1.352","50.0","1.0","true","24655.43","93.66","42137.72","54.96","0.0","0.0","1694.0","30.04","pickup_radius +60.00; ttd_seconds +1694.00; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"doctor|restore_potion|20|class_atlas59_upper","doctor","restore_potion","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","aoe_projectile","projectile","defense","potion_overheal_absorb_pool","drain recovery and capped overheal protection","control/defensive utility; drain recovery and capped overheal protection","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":10.0,""strength"":9.0}","9640.04","32801.18","3280.12","62.04","0.1386","0.1131","0.73","22.0","0.0","9.75","0.2917","87.59","8.58","1.2","200.0","350.2","0.979","1.058","1.352","150.0","1.0","true","2971.04","44.55","12539.78","61.89","0.0","0.0","4.51","110.81","pickup_radius +60.00; ttd_seconds +4.51; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"doctor|plague_syringe|20|class_atlas59_upper","doctor","plague_syringe","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","plague_dart","projectile","crowd","syringe_infection_threshold_spread","infection ramp and capped spread","compact-pack throughput; infection ramp and capped spread","Compact-pack strength does not imply equal boss pressure.","{""agility"":10.0,""strength"":9.0}","8981.37","33238.33","3323.83","58.66","0.1386","0.1131","0.73","0.0","0.0","5.52","0.2917","82.81","6.63","1.0","200.0","350.2","0.979","1.058","1.352","150.0","1.0","true","2923.77","48.27","17920.33","116.99","0.0","0.0","3.4","105.26","pickup_radius +60.00; ttd_seconds +3.40; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"doctor|bone_saw|20|class_atlas59_upper","doctor","bone_saw","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","saw_sector","melee","solo","saw_wound_execute_heal","close wound stacks and capped execute drain","durable-target pressure; close wound stacks and capped execute drain","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":10.0,""strength"":9.0}","50979.83","118807.52","11880.75","56.4","0.1555","0.1131","0.73","0.0","0.0","45.01","0.3056","81.22","7334.0","1.0","200.0","350.2","0.979","1.058","1.352","150.0","1.0","true","24655.43","93.66","42137.72","54.96","0.0","0.0","1694.0","30.04","pickup_radius +60.00; ttd_seconds +1694.00; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|blast_powder|1|no_meta","chemist","blast_powder","1.0","no_meta","No meta control","true","aoe_projectile","projectile","aoe","powder_cross_reagent_combo","reagent burst and cross-reagent combo","area coverage; reagent burst and cross-reagent combo","Compact-pack strength does not imply equal boss pressure.","{}","2187.0","10500.0","1050.0","36.4","0.1073","0.0561","0.43","0.0","0.11","0.0","0.1942","45.17","1.46","1.0","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|acid_flask|1|no_meta","chemist","acid_flask","1.0","no_meta","No meta control","true","aoe_projectile","projectile","crowd","acid_stack_detonation","persistent corrosive pool and stack detonation","compact-pack throughput; persistent corrosive pool and stack detonation","Compact-pack strength does not imply equal boss pressure.","{}","2182.8","10512.0","1051.2","36.4","0.1073","0.0561","0.43","0.0","0.11","0.0","0.1942","45.17","1.46","1.0","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|homunculus_vial|1|no_meta","chemist","homunculus_vial","1.0","no_meta","No meta control","true","single","summon","defense","homunculus_intercept_death_burst","single tank-control summon and intercept","control/defensive utility; single tank-control summon and intercept","Conditional control/guard value is not converted into permanent shield HP.","{}","2278.2","10130.4","1013.04","41.2","0.1073","0.0561","0.43","0.0","0.11","0.0","0.1942","51.13","1.65","1.0","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|blast_powder|1|class_constellation","chemist","blast_powder","1.0","class_constellation","Full class constellation (schema 6)","true","aoe_projectile","projectile","aoe","powder_cross_reagent_combo","reagent burst and cross-reagent combo","area coverage; reagent burst and cross-reagent combo","Compact-pack strength does not imply equal boss pressure.","{}","4503.91","33897.15","3389.72","36.4","0.1073","0.0561","0.43","0.0","0.12","0.0","0.1942","45.17","1.46","1.0","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","2316.91","105.94","23397.15","222.83","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|acid_flask|1|class_constellation","chemist","acid_flask","1.0","class_constellation","Full class constellation (schema 6)","true","aoe_projectile","projectile","crowd","acid_stack_detonation","persistent corrosive pool and stack detonation","compact-pack throughput; persistent corrosive pool and stack detonation","Compact-pack strength does not imply equal boss pressure.","{}","8356.19","58441.7","5844.17","36.4","0.1073","0.0561","0.43","0.0","0.12","0.0","0.1942","45.17","1.46","1.0","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","6173.39","282.82","47929.7","455.95","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|homunculus_vial|1|class_constellation","chemist","homunculus_vial","1.0","class_constellation","Full class constellation (schema 6)","true","single","summon","defense","homunculus_intercept_death_burst","single tank-control summon and intercept","control/defensive utility; single tank-control summon and intercept","Conditional control/guard value is not converted into permanent shield HP.","{}","10245.29","51108.23","5110.82","41.2","0.1073","0.0561","0.43","0.0","0.12","0.0","0.1942","51.13","1.65","1.2","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","7967.09","349.71","40977.83","404.5","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|blast_powder|1|class_atlas50","chemist","blast_powder","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","aoe_projectile","projectile","aoe","powder_cross_reagent_combo","reagent burst and cross-reagent combo","area coverage; reagent burst and cross-reagent combo","Compact-pack strength does not imply equal boss pressure.","{}","4503.91","33897.15","3389.72","36.4","0.1073","0.0561","0.43","0.0","0.17","0.0","0.1942","45.17","3.9","1.0","207.0","306.8","0.979","1.058","1.352","50.0","1.0","true","2316.91","105.94","23397.15","222.83","0.0","0.0","2.44","167.12","pickup_radius +60.00; ttd_seconds +2.44; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|acid_flask|1|class_atlas50","chemist","acid_flask","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","aoe_projectile","projectile","crowd","acid_stack_detonation","persistent corrosive pool and stack detonation","compact-pack throughput; persistent corrosive pool and stack detonation","Compact-pack strength does not imply equal boss pressure.","{}","8356.19","58441.7","5844.17","36.4","0.1073","0.0561","0.43","0.0","0.17","0.0","0.1942","45.17","3.9","1.0","207.0","306.8","0.979","1.058","1.352","50.0","1.0","true","6173.39","282.82","47929.7","455.95","0.0","0.0","2.44","167.12","pickup_radius +60.00; ttd_seconds +2.44; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|homunculus_vial|1|class_atlas50","chemist","homunculus_vial","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","single","summon","defense","homunculus_intercept_death_burst","single tank-control summon and intercept","control/defensive utility; single tank-control summon and intercept","Conditional control/guard value is not converted into permanent shield HP.","{}","10245.29","51108.23","5110.82","41.2","0.1073","0.0561","0.43","0.0","0.17","0.0","0.1942","51.13","4.15","1.2","207.0","306.8","0.979","1.058","1.352","50.0","1.0","true","7967.09","349.71","40977.83","404.5","0.0","0.0","2.5","151.52","pickup_radius +60.00; ttd_seconds +2.50; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|blast_powder|1|class_atlas59_upper","chemist","blast_powder","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","aoe_projectile","projectile","aoe","powder_cross_reagent_combo","reagent burst and cross-reagent combo","area coverage; reagent burst and cross-reagent combo","Compact-pack strength does not imply equal boss pressure.","{}","4503.91","33897.15","3389.72","36.4","0.1073","0.0561","0.43","0.0","0.17","0.0","0.1942","45.17","3.9","1.0","207.0","306.8","0.979","1.058","1.352","150.0","1.0","true","2316.91","105.94","23397.15","222.83","0.0","0.0","2.44","167.12","pickup_radius +60.00; ttd_seconds +2.44; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|acid_flask|1|class_atlas59_upper","chemist","acid_flask","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","aoe_projectile","projectile","crowd","acid_stack_detonation","persistent corrosive pool and stack detonation","compact-pack throughput; persistent corrosive pool and stack detonation","Compact-pack strength does not imply equal boss pressure.","{}","8356.19","58441.7","5844.17","36.4","0.1073","0.0561","0.43","0.0","0.17","0.0","0.1942","45.17","3.9","1.0","207.0","306.8","0.979","1.058","1.352","150.0","1.0","true","6173.39","282.82","47929.7","455.95","0.0","0.0","2.44","167.12","pickup_radius +60.00; ttd_seconds +2.44; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|homunculus_vial|1|class_atlas59_upper","chemist","homunculus_vial","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","single","summon","defense","homunculus_intercept_death_burst","single tank-control summon and intercept","control/defensive utility; single tank-control summon and intercept","Conditional control/guard value is not converted into permanent shield HP.","{}","10245.29","51108.23","5110.82","41.2","0.1073","0.0561","0.43","0.0","0.17","0.0","0.1942","51.13","4.15","1.2","207.0","306.8","0.979","1.058","1.352","150.0","1.0","true","7967.09","349.71","40977.83","404.5","0.0","0.0","2.5","151.52","pickup_radius +60.00; ttd_seconds +2.50; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|blast_powder|20|no_meta","chemist","blast_powder","20.0","no_meta","No meta control","true","aoe_projectile","projectile","aoe","powder_cross_reagent_combo","reagent burst and cross-reagent combo","area coverage; reagent burst and cross-reagent combo","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","25024.8","120136.8","12013.68","36.4","0.1073","0.1073","0.43","0.0","0.11","0.0","0.2379","47.76","1.54","1.0","147.0","345.49","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|acid_flask|20|no_meta","chemist","acid_flask","20.0","no_meta","No meta control","true","aoe_projectile","projectile","crowd","acid_stack_detonation","persistent corrosive pool and stack detonation","compact-pack throughput; persistent corrosive pool and stack detonation","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","2665.8","12716.4","1271.64","36.4","0.1073","0.1073","0.43","0.0","0.11","0.0","0.2379","47.76","1.54","1.0","147.0","345.49","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|homunculus_vial|20|no_meta","chemist","homunculus_vial","20.0","no_meta","No meta control","true","single","summon","defense","homunculus_intercept_death_burst","single tank-control summon and intercept","control/defensive utility; single tank-control summon and intercept","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":8.0,""strength"":11.0}","2278.2","10130.4","1013.04","41.2","0.1073","0.1073","0.43","0.0","0.11","0.0","0.2379","54.06","1.75","1.0","147.0","345.49","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|blast_powder|20|class_constellation","chemist","blast_powder","20.0","class_constellation","Full class constellation (schema 6)","true","aoe_projectile","projectile","aoe","powder_cross_reagent_combo","reagent burst and cross-reagent combo","area coverage; reagent burst and cross-reagent combo","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","34288.98","258053.85","25805.38","36.4","0.1073","0.1073","0.43","0.0","0.12","0.0","0.2379","47.76","1.54","1.0","147.0","345.49","0.68","0.8","0.8","0.0","0.0","false","9264.18","37.02","137917.05","114.8","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","1396722.15","11604446.64"
"chemist|acid_flask|20|class_constellation","chemist","acid_flask","20.0","class_constellation","Full class constellation (schema 6)","true","aoe_projectile","projectile","crowd","acid_stack_detonation","persistent corrosive pool and stack detonation","compact-pack throughput; persistent corrosive pool and stack detonation","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","10120.35","70125.59","7012.56","36.4","0.1073","0.1073","0.43","0.0","0.12","0.0","0.2379","47.76","1.54","1.0","147.0","345.49","0.68","0.8","0.8","0.0","0.0","false","7454.55","279.64","57409.19","451.46","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","348.57","18760.78"
"chemist|homunculus_vial|20|class_constellation","chemist","homunculus_vial","20.0","class_constellation","Full class constellation (schema 6)","true","single","summon","defense","homunculus_intercept_death_burst","single tank-control summon and intercept","control/defensive utility; single tank-control summon and intercept","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":8.0,""strength"":11.0}","10245.29","51108.23","5110.82","41.2","0.1073","0.1073","0.43","0.0","0.12","0.0","0.2379","54.06","1.75","1.2","147.0","345.49","0.68","0.8","0.8","0.0","0.0","false","7967.09","349.71","40977.83","404.5","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","19.27","6014756.25"
"chemist|blast_powder|20|class_atlas50","chemist","blast_powder","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","aoe_projectile","projectile","aoe","powder_cross_reagent_combo","reagent burst and cross-reagent combo","area coverage; reagent burst and cross-reagent combo","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","34288.98","258053.85","25805.38","36.4","0.1073","0.1073","0.43","0.0","0.17","0.0","0.2379","47.76","4.01","1.0","207.0","345.49","0.979","1.058","1.352","50.0","1.0","true","9264.18","37.02","137917.05","114.8","0.0","0.0","2.47","160.39","pickup_radius +60.00; ttd_seconds +2.47; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|acid_flask|20|class_atlas50","chemist","acid_flask","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","aoe_projectile","projectile","crowd","acid_stack_detonation","persistent corrosive pool and stack detonation","compact-pack throughput; persistent corrosive pool and stack detonation","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","10120.35","70125.59","7012.56","36.4","0.1073","0.1073","0.43","0.0","0.17","0.0","0.2379","47.76","4.01","1.0","207.0","345.49","0.979","1.058","1.352","50.0","1.0","true","7454.55","279.64","57409.19","451.46","0.0","0.0","2.47","160.39","pickup_radius +60.00; ttd_seconds +2.47; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|homunculus_vial|20|class_atlas50","chemist","homunculus_vial","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","single","summon","defense","homunculus_intercept_death_burst","single tank-control summon and intercept","control/defensive utility; single tank-control summon and intercept","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":8.0,""strength"":11.0}","10245.29","51108.23","5110.82","41.2","0.1073","0.1073","0.43","0.0","0.17","0.0","0.2379","54.06","4.28","1.2","207.0","345.49","0.979","1.058","1.352","50.0","1.0","true","7967.09","349.71","40977.83","404.5","0.0","0.0","2.53","144.57","pickup_radius +60.00; ttd_seconds +2.53; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|blast_powder|20|class_atlas59_upper","chemist","blast_powder","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","aoe_projectile","projectile","aoe","powder_cross_reagent_combo","reagent burst and cross-reagent combo","area coverage; reagent burst and cross-reagent combo","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","34288.98","258053.85","25805.38","36.4","0.1073","0.1073","0.43","0.0","0.17","0.0","0.2379","47.76","4.01","1.0","207.0","345.49","0.979","1.058","1.352","150.0","1.0","true","9264.18","37.02","137917.05","114.8","0.0","0.0","2.47","160.39","pickup_radius +60.00; ttd_seconds +2.47; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|acid_flask|20|class_atlas59_upper","chemist","acid_flask","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","aoe_projectile","projectile","crowd","acid_stack_detonation","persistent corrosive pool and stack detonation","compact-pack throughput; persistent corrosive pool and stack detonation","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","10120.35","70125.59","7012.56","36.4","0.1073","0.1073","0.43","0.0","0.17","0.0","0.2379","47.76","4.01","1.0","207.0","345.49","0.979","1.058","1.352","150.0","1.0","true","7454.55","279.64","57409.19","451.46","0.0","0.0","2.47","160.39","pickup_radius +60.00; ttd_seconds +2.47; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"chemist|homunculus_vial|20|class_atlas59_upper","chemist","homunculus_vial","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","single","summon","defense","homunculus_intercept_death_burst","single tank-control summon and intercept","control/defensive utility; single tank-control summon and intercept","Conditional control/guard value is not converted into permanent shield HP.","{""agility"":8.0,""strength"":11.0}","10245.29","51108.23","5110.82","41.2","0.1073","0.1073","0.43","0.0","0.17","0.0","0.2379","54.06","4.28","1.2","207.0","345.49","0.979","1.058","1.352","150.0","1.0","true","7967.09","349.71","40977.83","404.5","0.0","0.0","2.53","144.57","pickup_radius +60.00; ttd_seconds +2.53; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"knight|long_spear|1|no_meta","knight","long_spear","1.0","no_meta","No meta control","true","strip","melee","solo","spear_block_counter_line","long brace line and counter thrust","durable-target pressure; long brace line and counter thrust","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","2973.0","8291.4","829.14","106.4","0.2501","0.0473","1.45","0.0","0.09","0.0","0.3897","174.35","5.64","1.0","133.0","300.6","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"knight|tower_shield|1|no_meta","knight","tower_shield","1.0","no_meta","No meta control","true","sweep","melee","defense","shield_stored_damage_bash","timed block that stores capped incoming force","control/defensive utility; timed block that stores capped incoming force","Conditional control/guard value is not converted into permanent shield HP.","{}","2977.2","8320.8","832.08","114.91","0.2721","0.0473","1.45","0.0","0.09","0.0","0.4076","193.99","6.27","1.0","133.0","300.6","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"knight|holy_flail|1|no_meta","knight","holy_flail","1.0","no_meta","No meta control","true","circle","melee","crowd","flail_return_control_pulse","orbit-return swing and holy control pulse","compact-pack throughput; orbit-return swing and holy control pulse","Compact-pack strength does not imply equal boss pressure.","{}","2967.0","8338.2","833.82","106.4","0.212","0.0473","1.45","0.0","0.09","0.0","0.3587","165.92","5.36","1.0","133.0","300.6","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"knight|long_spear|1|class_constellation","knight","long_spear","1.0","class_constellation","Full class constellation (schema 6)","true","strip","melee","solo","spear_block_counter_line","long brace line and counter thrust","durable-target pressure; long brace line and counter thrust","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","6241.43","13928.31","1392.83","113.4","0.2594","0.0473","1.55","0.0","0.09","0.0","0.4045","190.44","6.16","1.0","133.0","300.6","0.68","0.8","0.8","0.0","0.0","false","3268.43","109.94","5636.91","67.99","16.09","9.23","0.52","9.22","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"knight|tower_shield|1|class_constellation","knight","tower_shield","1.0","class_constellation","Full class constellation (schema 6)","true","sweep","melee","defense","shield_stored_damage_bash","timed block that stores capped incoming force","control/defensive utility; timed block that stores capped incoming force","Conditional control/guard value is not converted into permanent shield HP.","{}","4958.44","15521.85","1552.19","122.47","0.2812","0.0473","1.55","30.0","0.09","0.0","0.422","211.89","6.85","1.2","133.0","300.6","0.68","0.8","0.8","0.0","0.0","false","1981.24","66.55","7201.05","86.54","17.9","9.23","0.58","9.25","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"knight|holy_flail|1|class_constellation","knight","holy_flail","1.0","class_constellation","Full class constellation (schema 6)","true","circle","melee","crowd","flail_return_control_pulse","orbit-return swing and holy control pulse","compact-pack throughput; orbit-return swing and holy control pulse","Compact-pack strength does not imply equal boss pressure.","{}","4725.06","20816.85","2081.69","113.4","0.2218","0.0473","1.55","0.0","0.09","0.0","0.3743","181.23","5.86","1.0","133.0","300.6","0.68","0.8","0.8","0.0","0.0","false","1758.06","59.25","12478.65","149.66","15.31","9.23","0.5","9.33","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
